TableNumber_	Command_	Subtype_	Label_	variable	value	Label
1	File Information	Variable Values	Variable Values	STRATUM	THA0212	THA - stratum 12 : Commission of Higher Education/Lower secondary
1	File Information	Variable Values	Variable Values	STRATUM	THA0213	THA - stratum 13 : Commission of Higher Education/Mixed
1	File Information	Variable Values	Variable Values	STRATUM	THA0214	THA - stratum 14 : Vocational Education Commission/Upper Secondary
1	File Information	Variable Values	Variable Values	STRATUM	THA0215	THA - stratum 15 : Special schools with Math/Science focus/Mixed
1	File Information	Variable Values	Variable Values	STRATUM	THA9797	Undisclosed STRATUM - Thailand
1	File Information	Variable Values	Variable Values	STRATUM	TUN0001	TUN - stratum 01 : North-east/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0002	TUN - stratum 02 : North-east/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0003	TUN - stratum 03 : North-east/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN0004	TUN - stratum 04 : North-west/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0005	TUN - stratum 05 : North-west/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0006	TUN - stratum 06 : North-west/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN0007	TUN - stratum 07 : South-east/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0008	TUN - stratum 08 : South-east/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0009	TUN - stratum 09 : South-east/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN0010	TUN - stratum 10 : South-west/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0011	TUN - stratum 11 : South-west/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0012	TUN - stratum 12 : South-west/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN0013	TUN - stratum 13 : Center-east/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0014	TUN - stratum 14 : Center-east/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0015	TUN - stratum 15 : Center-east/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN0016	TUN - stratum 16 : Center-west/Urban
1	File Information	Variable Values	Variable Values	STRATUM	TUN0017	TUN - stratum 17 : Center-west/Periphery
1	File Information	Variable Values	Variable Values	STRATUM	TUN0018	TUN - stratum 18 : Center-west/Rural
1	File Information	Variable Values	Variable Values	STRATUM	TUN9797	Undisclosed STRATUM - Tunisia
1	File Information	Variable Values	Variable Values	STRATUM	TUR0001	TUR - stratum 01 : TR1 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0002	TUR - stratum 02 : TR1 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0003	TUR - stratum 03 : TR1 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0004	TUR - stratum 04 : TR2 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0005	TUR - stratum 05 : TR2 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0006	TUR - stratum 06 : TR2 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0007	TUR - stratum 07 : TR3 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0008	TUR - stratum 08 : TR3 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0009	TUR - stratum 09 : TR3 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0010	TUR - stratum 10 : TR4 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0011	TUR - stratum 11 : TR4 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0012	TUR - stratum 12 : TR4 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0013	TUR - stratum 13 : TR4 POLICE EDUCATION
1	File Information	Variable Values	Variable Values	STRATUM	TUR0014	TUR - stratum 14 : TR5 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0015	TUR - stratum 15 : TR5 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0016	TUR - stratum 16 : TR5 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0017	TUR - stratum 17 : TR5 POLICE EDUCATION
1	File Information	Variable Values	Variable Values	STRATUM	TUR0018	TUR - stratum 18 : TR6 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0019	TUR - stratum 19 : TR6 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0020	TUR - stratum 20 : TR6 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0021	TUR - stratum 21 : TR7 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0022	TUR - stratum 22 : TR7 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0023	TUR - stratum 23 : TR7 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0024	TUR - stratum 24 : TR8 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0025	TUR - stratum 25 : TR8 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0026	TUR - stratum 26 : TR8 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0027	TUR - stratum 27 : TR9 PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0028	TUR - stratum 28 : TR9 GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0029	TUR - stratum 29 : TR9 VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0030	TUR - stratum 30 : TRA PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0031	TUR - stratum 31 : TRA GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0032	TUR - stratum 32 : TRA VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0033	TUR - stratum 33 : TRB PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0034	TUR - stratum 34 : TRB GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0035	TUR - stratum 35 : TRB VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0036	TUR - stratum 36 : TRC PRIMARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0037	TUR - stratum 37 : TRC GENERAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR0038	TUR - stratum 38 : TRC VOCATIONAL AND TECHNICAL SECONDARY
1	File Information	Variable Values	Variable Values	STRATUM	TUR9797	Undisclosed STRATUM - Turkey
1	File Information	Variable Values	Variable Values	STRATUM	URY0001	URY - stratum 01 : Public General Secondary Schools  and Military School,Lower secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0002	URY - stratum 02 : Public General Secondary Schools  and Military School,Mixed
1	File Information	Variable Values	Variable Values	STRATUM	URY0003	URY - stratum 03 : Public General Secondary Schools  and Military School,Upper secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0004	URY - stratum 04 : Private General Secondary Schools,Lower secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0005	URY - stratum 05 : Private General Secondary Schools,Mixed
1	File Information	Variable Values	Variable Values	STRATUM	URY0006	URY - stratum 06 : Private General Secondary Schools,Upper secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0007	URY - stratum 07 : Public Technical Secondary Schools,Lower secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0008	URY - stratum 08 : Public Technical Secondary Schools,Mixed
1	File Information	Variable Values	Variable Values	STRATUM	URY0009	URY - stratum 09 : Public Technical Secondary Schools,Upper secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY0010	URY - stratum 10 : Rural Schools with Lower Secondary Degree,Lower secondary only
1	File Information	Variable Values	Variable Values	STRATUM	URY9797	Undisclosed STRATUM - Uruguay
1	File Information	Variable Values	Variable Values	STRATUM	USA1001	USA - stratum 01 : Northeast-Private
1	File Information	Variable Values	Variable Values	STRATUM	USA1002	USA - stratum 02 : Northeast-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA1003	USA - stratum 03 : Midwest-Private
1	File Information	Variable Values	Variable Values	STRATUM	USA1004	USA - stratum 04 : Midwest-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA1104	USA - stratum 04 : Midwest-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA1105	USA - stratum 05 : South-Private
1	File Information	Variable Values	Variable Values	STRATUM	USA1106	USA - stratum 06 : South-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA1206	USA - stratum 06 : South-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA1207	USA - stratum 07 : West-Private
1	File Information	Variable Values	Variable Values	STRATUM	USA1208	USA - stratum 08 : West-Public
1	File Information	Variable Values	Variable Values	STRATUM	USA9797	Undisclosed STRATUM - United States of America
1	File Information	Variable Values	Variable Values	STRATUM	VNM0101	VNM - stratum 01 : North Viet Nam / Public / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0102	VNM - stratum 02 : North Viet Nam / Public / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM0103	VNM - stratum 03 : North Viet Nam / Public / Remote area
1	File Information	Variable Values	Variable Values	STRATUM	VNM0104	VNM - stratum 04 : North Viet Nam / Private / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0105	VNM - stratum 05 : North Viet Nam / Private / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM0106	VNM - stratum 06 : North Viet Nam / Private / Remote area
1	File Information	Variable Values	Variable Values	STRATUM	VNM0207	VNM - stratum 07 : Central Viet Nam / Public / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0208	VNM - stratum 08 : Central Viet Nam / Public / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM0209	VNM - stratum 09 : Central Viet Nam / Public / Remote area
1	File Information	Variable Values	Variable Values	STRATUM	VNM0210	VNM - stratum 10 : Central Viet Nam / Private / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0211	VNM - stratum 11 : Central Viet Nam / Private / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM0313	VNM - stratum 13 : Southern Viet Nam / Public / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0314	VNM - stratum 14 : Southern Viet Nam / Public / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM0315	VNM - stratum 15 : Southern Viet Nam / Public / Remote area
1	File Information	Variable Values	Variable Values	STRATUM	VNM0316	VNM - stratum 16 : Southern Viet Nam / Private / Urban
1	File Information	Variable Values	Variable Values	STRATUM	VNM0317	VNM - stratum 17 : Southern Viet Nam / Private / Rural
1	File Information	Variable Values	Variable Values	STRATUM	VNM9797	Undisclosed STRATUM - Viet Nam
1	File Information	Variable Values	Variable Values	OECD	0	Non-OECD
1	File Information	Variable Values	Variable Values	OECD	1	OECD
1	File Information	Variable Values	Variable Values	NC	000000	Not selected
1	File Information	Variable Values	Variable Values	NC	000400	Afghanistan
1	File Information	Variable Values	Variable Values	NC	000800	Albania
1	File Information	Variable Values	Variable Values	NC	001200	Algeria
1	File Information	Variable Values	Variable Values	NC	001600	American Samoa
1	File Information	Variable Values	Variable Values	NC	002000	Andorra
1	File Information	Variable Values	Variable Values	NC	002400	Angola
1	File Information	Variable Values	Variable Values	NC	002800	Antigua and Barbuda
1	File Information	Variable Values	Variable Values	NC	002900	Caribbean
1	File Information	Variable Values	Variable Values	NC	003100	Azerbaijan
1	File Information	Variable Values	Variable Values	NC	003200	Argentina
1	File Information	Variable Values	Variable Values	NC	003600	Australia
1	File Information	Variable Values	Variable Values	NC	004000	Austria
1	File Information	Variable Values	Variable Values	NC	004400	Bahamas
1	File Information	Variable Values	Variable Values	NC	004800	Bahrain
1	File Information	Variable Values	Variable Values	NC	005000	Bangladesh
1	File Information	Variable Values	Variable Values	NC	005100	Armenia
1	File Information	Variable Values	Variable Values	NC	005200	Barbados
1	File Information	Variable Values	Variable Values	NC	005600	Belgium
1	File Information	Variable Values	Variable Values	NC	005601	Belgium (Flanders)
1	File Information	Variable Values	Variable Values	NC	005602	Belgium (French community)
1	File Information	Variable Values	Variable Values	NC	005603	Belgium (German community)
1	File Information	Variable Values	Variable Values	NC	006000	Bermuda
1	File Information	Variable Values	Variable Values	NC	006400	Bhutan
1	File Information	Variable Values	Variable Values	NC	006800	Bolivia (Plurinational State of)
1	File Information	Variable Values	Variable Values	NC	007000	Bosnia and Herzegovina
1	File Information	Variable Values	Variable Values	NC	007200	Botswana
1	File Information	Variable Values	Variable Values	NC	007600	Brazil
1	File Information	Variable Values	Variable Values	NC	008400	Belize
1	File Information	Variable Values	Variable Values	NC	009000	Solomon Islands
1	File Information	Variable Values	Variable Values	NC	009200	British Virgin Islands
1	File Information	Variable Values	Variable Values	NC	009600	Brunei Darussalam
1	File Information	Variable Values	Variable Values	NC	010000	Bulgaria
1	File Information	Variable Values	Variable Values	NC	010400	Myanmar
1	File Information	Variable Values	Variable Values	NC	010800	Burundi
1	File Information	Variable Values	Variable Values	NC	011200	Belarus
1	File Information	Variable Values	Variable Values	NC	011600	Cambodia
1	File Information	Variable Values	Variable Values	NC	012000	Cameroon
1	File Information	Variable Values	Variable Values	NC	012400	Canada
1	File Information	Variable Values	Variable Values	NC	013200	Cape Verde
1	File Information	Variable Values	Variable Values	NC	013600	Cayman Islands
1	File Information	Variable Values	Variable Values	NC	014000	Central African Republic
1	File Information	Variable Values	Variable Values	NC	014400	Sri Lanka
1	File Information	Variable Values	Variable Values	NC	014800	Chad
1	File Information	Variable Values	Variable Values	NC	015200	Chile
1	File Information	Variable Values	Variable Values	NC	015600	China
1	File Information	Variable Values	Variable Values	NC	015601	China (Shanghai)
1	File Information	Variable Values	Variable Values	NC	015602	Another province in mainland China (QCN)
1	File Information	Variable Values	Variable Values	NC	015603	Hong Kong, Macau, Taiwan
1	File Information	Variable Values	Variable Values	NC	015604	China (Beijing)
1	File Information	Variable Values	Variable Values	NC	015605	Another province in mainland China (QCH)
1	File Information	Variable Values	Variable Values	NC	015610	China (incl. Hong Kong)
1	File Information	Variable Values	Variable Values	NC	015800	Chinese Taipei
1	File Information	Variable Values	Variable Values	NC	017000	Colombia
1	File Information	Variable Values	Variable Values	NC	017400	Comoros
1	File Information	Variable Values	Variable Values	NC	017500	Mayotte
1	File Information	Variable Values	Variable Values	NC	017800	Congo
1	File Information	Variable Values	Variable Values	NC	018000	Democratic Republic of the Congo
1	File Information	Variable Values	Variable Values	NC	018400	Cook Islands
1	File Information	Variable Values	Variable Values	NC	018800	Costa Rica
1	File Information	Variable Values	Variable Values	NC	019100	Croatia
1	File Information	Variable Values	Variable Values	NC	019200	Cuba
1	File Information	Variable Values	Variable Values	NC	020300	Czech Republic
1	File Information	Variable Values	Variable Values	NC	020400	Benin
1	File Information	Variable Values	Variable Values	NC	020800	Denmark
1	File Information	Variable Values	Variable Values	NC	021200	Dominica
1	File Information	Variable Values	Variable Values	NC	021400	Dominican Republic
1	File Information	Variable Values	Variable Values	NC	021800	Ecuador
1	File Information	Variable Values	Variable Values	NC	022200	El Salvador
1	File Information	Variable Values	Variable Values	NC	022600	Equatorial Guinea
1	File Information	Variable Values	Variable Values	NC	023100	Ethiopia
1	File Information	Variable Values	Variable Values	NC	023200	Eritrea
1	File Information	Variable Values	Variable Values	NC	023300	Estonia
1	File Information	Variable Values	Variable Values	NC	023400	Faeroe Islands
1	File Information	Variable Values	Variable Values	NC	023800	Falkland Islands (Malvinas)
1	File Information	Variable Values	Variable Values	NC	024200	Fiji
1	File Information	Variable Values	Variable Values	NC	024600	Finland
1	File Information	Variable Values	Variable Values	NC	024800	Åland Islands
1	File Information	Variable Values	Variable Values	NC	025000	France
1	File Information	Variable Values	Variable Values	NC	025400	French Guiana
1	File Information	Variable Values	Variable Values	NC	025800	French Polynesia
1	File Information	Variable Values	Variable Values	NC	026200	Djibouti
1	File Information	Variable Values	Variable Values	NC	026600	Gabon
1	File Information	Variable Values	Variable Values	NC	026800	Georgia
1	File Information	Variable Values	Variable Values	NC	027000	Gambia
1	File Information	Variable Values	Variable Values	NC	027500	Occupied Palestinian Territory
1	File Information	Variable Values	Variable Values	NC	027600	Germany
1	File Information	Variable Values	Variable Values	NC	028800	Ghana
1	File Information	Variable Values	Variable Values	NC	029200	Gibraltar
1	File Information	Variable Values	Variable Values	NC	029600	Kiribati
1	File Information	Variable Values	Variable Values	NC	030000	Greece
1	File Information	Variable Values	Variable Values	NC	030400	Greenland
1	File Information	Variable Values	Variable Values	NC	030800	Grenada
1	File Information	Variable Values	Variable Values	NC	031200	Guadeloupe
1	File Information	Variable Values	Variable Values	NC	031600	Guam
1	File Information	Variable Values	Variable Values	NC	032000	Guatemala
1	File Information	Variable Values	Variable Values	NC	032400	Guinea
1	File Information	Variable Values	Variable Values	NC	032800	Guyana
1	File Information	Variable Values	Variable Values	NC	033200	Haiti
1	File Information	Variable Values	Variable Values	NC	033600	Holy See
1	File Information	Variable Values	Variable Values	NC	034000	Honduras
1	File Information	Variable Values	Variable Values	NC	034400	Hong Kong-China
1	File Information	Variable Values	Variable Values	NC	034800	Hungary
1	File Information	Variable Values	Variable Values	NC	035200	Iceland
1	File Information	Variable Values	Variable Values	NC	035600	India
1	File Information	Variable Values	Variable Values	NC	035610	India (2009 States)
1	File Information	Variable Values	Variable Values	NC	036000	Indonesia
1	File Information	Variable Values	Variable Values	NC	036400	Iran, Islamic Republic of
1	File Information	Variable Values	Variable Values	NC	036800	Iraq
1	File Information	Variable Values	Variable Values	NC	037200	Ireland
1	File Information	Variable Values	Variable Values	NC	037600	Israel
1	File Information	Variable Values	Variable Values	NC	038000	Italy
1	File Information	Variable Values	Variable Values	NC	038001	Provincia Autonoma of Bolzano (ITA)
1	File Information	Variable Values	Variable Values	NC	038002	Provincia Basilicata (ITA)
1	File Information	Variable Values	Variable Values	NC	038003	Provincia Campania (ITA)
1	File Information	Variable Values	Variable Values	NC	038004	Provincia Emilia Romagna (ITA)
1	File Information	Variable Values	Variable Values	NC	038005	Provincia Friuli Venezia Giulia (ITA)
1	File Information	Variable Values	Variable Values	NC	038006	Provincia Liguria (ITA)
1	File Information	Variable Values	Variable Values	NC	038007	Provincia Lombardia (ITA)
1	File Information	Variable Values	Variable Values	NC	038008	Provincia Piemonte (ITA)
1	File Information	Variable Values	Variable Values	NC	038009	Provincia Puglia (ITA)
1	File Information	Variable Values	Variable Values	NC	038010	Provincia Sardegna (ITA)
1	File Information	Variable Values	Variable Values	NC	038011	Provincia Sicilia (ITA)
1	File Information	Variable Values	Variable Values	NC	038012	Provincia Trento (ITA)
1	File Information	Variable Values	Variable Values	NC	038013	Provincia Veneto (ITA)
1	File Information	Variable Values	Variable Values	NC	038014	The rest of Italy (ITA)
1	File Information	Variable Values	Variable Values	NC	038400	Côte d'Ivoire
1	File Information	Variable Values	Variable Values	NC	038800	Jamaica
1	File Information	Variable Values	Variable Values	NC	039200	Japan
1	File Information	Variable Values	Variable Values	NC	039800	Kazakhstan
1	File Information	Variable Values	Variable Values	NC	040000	Jordan
1	File Information	Variable Values	Variable Values	NC	040400	Kenya
1	File Information	Variable Values	Variable Values	NC	040800	Democratic People's Republic of Korea
1	File Information	Variable Values	Variable Values	NC	041000	Republic of Korea
1	File Information	Variable Values	Variable Values	NC	041400	Kuwait
1	File Information	Variable Values	Variable Values	NC	041700	Kyrgyzstan
1	File Information	Variable Values	Variable Values	NC	041800	Lao People's Democratic Republic
1	File Information	Variable Values	Variable Values	NC	042200	Lebanon
1	File Information	Variable Values	Variable Values	NC	042600	Lesotho
1	File Information	Variable Values	Variable Values	NC	042800	Latvia
1	File Information	Variable Values	Variable Values	NC	043000	Liberia
1	File Information	Variable Values	Variable Values	NC	043400	Libyan Arab Jamahiriya
1	File Information	Variable Values	Variable Values	NC	043800	Liechtenstein
1	File Information	Variable Values	Variable Values	NC	044000	Lithuania
1	File Information	Variable Values	Variable Values	NC	044200	Luxembourg
1	File Information	Variable Values	Variable Values	NC	044600	Macao-China
1	File Information	Variable Values	Variable Values	NC	045000	Madagascar
1	File Information	Variable Values	Variable Values	NC	045400	Malawi
1	File Information	Variable Values	Variable Values	NC	045800	Malaysia
1	File Information	Variable Values	Variable Values	NC	046200	Maldives
1	File Information	Variable Values	Variable Values	NC	046600	Mali
1	File Information	Variable Values	Variable Values	NC	047000	Malta
1	File Information	Variable Values	Variable Values	NC	047400	Martinique
1	File Information	Variable Values	Variable Values	NC	047800	Mauritania
1	File Information	Variable Values	Variable Values	NC	048000	Mauritius
1	File Information	Variable Values	Variable Values	NC	048400	Mexico
1	File Information	Variable Values	Variable Values	NC	049200	Monaco
1	File Information	Variable Values	Variable Values	NC	049600	Mongolia
1	File Information	Variable Values	Variable Values	NC	049800	Republic of Moldova
1	File Information	Variable Values	Variable Values	NC	049900	Montenegro
1	File Information	Variable Values	Variable Values	NC	050000	Montserrat
1	File Information	Variable Values	Variable Values	NC	050400	Morocco
1	File Information	Variable Values	Variable Values	NC	050800	Mozambique
1	File Information	Variable Values	Variable Values	NC	051200	Oman
1	File Information	Variable Values	Variable Values	NC	051600	Namibia
1	File Information	Variable Values	Variable Values	NC	052000	Nauru
1	File Information	Variable Values	Variable Values	NC	052400	Nepal
1	File Information	Variable Values	Variable Values	NC	052800	Netherlands
1	File Information	Variable Values	Variable Values	NC	053000	Netherlands Antilles
1	File Information	Variable Values	Variable Values	NC	053300	Aruba
1	File Information	Variable Values	Variable Values	NC	054000	New Caledonia
1	File Information	Variable Values	Variable Values	NC	054800	Vanuatu
1	File Information	Variable Values	Variable Values	NC	055400	New Zealand
1	File Information	Variable Values	Variable Values	NC	055800	Nicaragua
1	File Information	Variable Values	Variable Values	NC	056200	Niger
1	File Information	Variable Values	Variable Values	NC	056600	Nigeria
1	File Information	Variable Values	Variable Values	NC	057000	Niue
1	File Information	Variable Values	Variable Values	NC	057400	Norfolk Island
1	File Information	Variable Values	Variable Values	NC	057800	Norway
1	File Information	Variable Values	Variable Values	NC	058000	Northern Mariana Islands
1	File Information	Variable Values	Variable Values	NC	058300	Micronesia, Federated States of
1	File Information	Variable Values	Variable Values	NC	058400	Marshall Islands
1	File Information	Variable Values	Variable Values	NC	058500	Palau
1	File Information	Variable Values	Variable Values	NC	058600	Pakistan
1	File Information	Variable Values	Variable Values	NC	059100	Panama
1	File Information	Variable Values	Variable Values	NC	059800	Papua New Guinea
1	File Information	Variable Values	Variable Values	NC	060000	Paraguay
1	File Information	Variable Values	Variable Values	NC	060400	Peru
1	File Information	Variable Values	Variable Values	NC	060800	Philippines
1	File Information	Variable Values	Variable Values	NC	061200	Pitcairn
1	File Information	Variable Values	Variable Values	NC	061600	Poland
1	File Information	Variable Values	Variable Values	NC	062000	Portugal
1	File Information	Variable Values	Variable Values	NC	062400	Guinea-Bissau
1	File Information	Variable Values	Variable Values	NC	062600	Timor-Leste
1	File Information	Variable Values	Variable Values	NC	063000	Puerto Rico
1	File Information	Variable Values	Variable Values	NC	063400	Qatar
1	File Information	Variable Values	Variable Values	NC	063800	Réunion
1	File Information	Variable Values	Variable Values	NC	064200	Romania
1	File Information	Variable Values	Variable Values	NC	064300	Russian Federation
1	File Information	Variable Values	Variable Values	NC	064301	Perm (Russian Federation)
1	File Information	Variable Values	Variable Values	NC	064302	Another region of the Russian Federation
1	File Information	Variable Values	Variable Values	NC	064600	Rwanda
1	File Information	Variable Values	Variable Values	NC	065200	Saint-Barthélemy
1	File Information	Variable Values	Variable Values	NC	065400	Saint Helena
1	File Information	Variable Values	Variable Values	NC	065900	Saint Kitts and Nevis
1	File Information	Variable Values	Variable Values	NC	066000	Anguilla
1	File Information	Variable Values	Variable Values	NC	066200	Saint Lucia
1	File Information	Variable Values	Variable Values	NC	066300	Saint-Martin (French part)
1	File Information	Variable Values	Variable Values	NC	066600	Saint Pierre and Miquelon
1	File Information	Variable Values	Variable Values	NC	067000	Saint Vincent and the Grenadines
1	File Information	Variable Values	Variable Values	NC	067400	San Marino
1	File Information	Variable Values	Variable Values	NC	067800	Sao Tome and Principe
1	File Information	Variable Values	Variable Values	NC	068200	Saudi Arabia
1	File Information	Variable Values	Variable Values	NC	068600	Senegal
1	File Information	Variable Values	Variable Values	NC	068800	Serbia
1	File Information	Variable Values	Variable Values	NC	069000	Seychelles
1	File Information	Variable Values	Variable Values	NC	069400	Sierra Leone
1	File Information	Variable Values	Variable Values	NC	070200	Singapore
1	File Information	Variable Values	Variable Values	NC	070300	Slovak Republic
1	File Information	Variable Values	Variable Values	NC	070400	Viet Nam
1	File Information	Variable Values	Variable Values	NC	070500	Slovenia
1	File Information	Variable Values	Variable Values	NC	070600	Somalia
1	File Information	Variable Values	Variable Values	NC	071000	South Africa
1	File Information	Variable Values	Variable Values	NC	071600	Zimbabwe
1	File Information	Variable Values	Variable Values	NC	072400	Spain
1	File Information	Variable Values	Variable Values	NC	072401	Andalusia (ESP)
1	File Information	Variable Values	Variable Values	NC	072402	Aragon (ESP)
1	File Information	Variable Values	Variable Values	NC	072403	Asturias (ESP)
1	File Information	Variable Values	Variable Values	NC	072404	Balearic Islands (ESP)
1	File Information	Variable Values	Variable Values	NC	072405	Canary Islands (ESP)
1	File Information	Variable Values	Variable Values	NC	072406	Cantabria (ESP)
1	File Information	Variable Values	Variable Values	NC	072407	Castile-La Mancha (ESP)
1	File Information	Variable Values	Variable Values	NC	072408	Castile and Leon (ESP)
1	File Information	Variable Values	Variable Values	NC	072409	Catalonia (ESP)
1	File Information	Variable Values	Variable Values	NC	072410	Extremadura (ESP)
1	File Information	Variable Values	Variable Values	NC	072411	Galicia (ESP)
1	File Information	Variable Values	Variable Values	NC	072412	La Rioja (ESP)
1	File Information	Variable Values	Variable Values	NC	072413	Madrid (ESP)
1	File Information	Variable Values	Variable Values	NC	072414	Murcia (ESP)
1	File Information	Variable Values	Variable Values	NC	072415	Navarre (ESP)
1	File Information	Variable Values	Variable Values	NC	072416	Basque Country (ESP)
1	File Information	Variable Values	Variable Values	NC	072417	Valencian Community (ESP)
1	File Information	Variable Values	Variable Values	NC	072418	Ceuta and Melilla (ESP)
1	File Information	Variable Values	Variable Values	NC	072419	The rest of Spain (ESP)
1	File Information	Variable Values	Variable Values	NC	073200	Western Sahara
1	File Information	Variable Values	Variable Values	NC	073600	Sudan
1	File Information	Variable Values	Variable Values	NC	074000	Suriname
1	File Information	Variable Values	Variable Values	NC	074400	Svalbard and Jan Mayen Islands
1	File Information	Variable Values	Variable Values	NC	074800	Swaziland
1	File Information	Variable Values	Variable Values	NC	075200	Sweden
1	File Information	Variable Values	Variable Values	NC	075600	Switzerland
1	File Information	Variable Values	Variable Values	NC	075601	Switzerland (German-speaking community)
1	File Information	Variable Values	Variable Values	NC	075602	Switzerland (French-speaking community)
1	File Information	Variable Values	Variable Values	NC	075603	Switzerland (Italian-speaking community)
1	File Information	Variable Values	Variable Values	NC	076000	Syrian Arab Republic
1	File Information	Variable Values	Variable Values	NC	076200	Tajikistan
1	File Information	Variable Values	Variable Values	NC	076400	Thailand
1	File Information	Variable Values	Variable Values	NC	076800	Togo
1	File Information	Variable Values	Variable Values	NC	077200	Tokelau
1	File Information	Variable Values	Variable Values	NC	077600	Tonga
1	File Information	Variable Values	Variable Values	NC	078000	Trinidad and Tobago
